id,user,contest,place 
5635,614,99,163
5636,614,127,118
5637,614,185,102
5638,615,4,106
5639,615,122,193
5640,615,126,40
5641,615,182,53
5642,615,200,130
5643,616,4,107
5644,616,11,111
5645,616,25,117
5646,616,48,154
5647,616,111,106
5648,616,117,88
5649,616,132,153
5650,616,152,135
5651,616,193,166
5652,617,4,108
5653,618,4,109
5654,618,8,104
5655,618,43,162
5656,618,79,46
5657,618,183,192
5658,618,193,117
5659,619,4,110
5660,620,4,111
5661,621,4,111
5662,622,4,113
5663,622,10,145
5664,622,39,146
5665,622,88,178
5666,623,4,114
5667,624,4,115
5668,624,25,51
5669,624,170,176
5670,625,4,116
5671,625,8,76
5672,626,4,117
5673,627,4,118
5674,627,58,119
5675,627,185,53
5676,628,4,119
5677,629,4,120
5678,630,4,121
5679,630,11,69
5680,630,56,85
5681,630,100,22
5682,630,111,43
5683,630,133,46
5684,630,149,40
5685,630,155,142
5686,631,4,122
5687,631,12,27
5688,632,4,123
5689,632,16,90
5690,632,26,101
5691,632,45,173
5692,632,111,92
5693,633,4,124
5694,633,10,173
5695,633,45,194
5696,633,88,172
5697,633,180,140
5698,634,4,125
5699,634,23,174
5700,634,25,44
5701,634,26,133
5702,634,50,44
5703,634,86,102
5704,634,100,117
5705,634,127,103
5706,635,4,126
5707,636,4,127
5708,637,4,128
5709,637,57,59
5710,638,4,128
5711,638,10,194
5712,638,48,57
5713,639,4,130
5714,639,14,96
5715,640,4,131
5716,641,4,132
5717,641,32,49
5718,641,82,140
5719,642,4,133
5720,642,11,125
5721,642,50,171
5722,642,90,79
5723,642,126,70
5724,643,4,133
5725,644,4,135
5726,644,16,28
5727,644,93,55
5728,644,104,130
5729,645,4,136
5730,646,4,137
5731,646,16,124
5732,646,169,180
5733,646,183,195
5734,647,4,138
5735,647,11,189
5736,647,18,166
5737,647,50,172
5738,647,94,133
5739,647,114,198
5740,647,126,86
5741,647,179,191
5742,647,199,138
5743,648,4,139
5744,648,20,192
5745,648,39,184
5746,648,76,129
5747,648,86,120
5748,648,111,153
5749,648,114,72
5750,648,117,154
5751,648,129,118
5752,648,134,44
5753,648,143,108
5754,648,163,149
5755,648,170,124
5756,648,185,143
5757,648,200,101
5758,649,4,140
5759,650,4,141
5760,650,50,100
5761,650,111,140
5762,650,128,157
5763,650,132,44
5764,650,151,160
5765,651,4,142
5766,652,4,143
5767,653,4,144
5768,654,4,145
5769,654,64,146
5770,654,79,198
5771,654,152,100
5772,655,4,146
5773,656,4,146
5774,656,6,32
5775,656,79,43
5776,656,133,5
5777,657,4,148
5778,658,4,149
5779,659,4,150
5780,659,6,156
5781,660,4,151
5782,661,4,152
5783,661,145,62
5784,661,147,177
5785,661,185,189
5786,661,193,149
5787,662,4,152
5788,662,10,149
5789,662,45,114
5790,662,78,197
5791,662,86,11
5792,662,121,83
5793,662,181,117
5794,663,4,154
5795,663,25,121
5796,663,114,162
5797,663,146,187
5798,664,4,155
5799,664,44,164
5800,664,76,175
5801,664,126,132
5802,664,168,172
5803,665,4,156
5804,665,11,118
5805,665,84,35
5806,665,96,150
5807,666,4,157
5808,667,4,158
5809,667,18,33
5810,667,50,81
5811,667,64,132
5812,667,95,115
5813,667,134,61
5814,667,143,156
5815,668,4,159
5816,668,16,116
5817,669,4,160
5818,669,7,20
5819,669,16,48
5820,669,26,75
5821,669,45,167
5822,669,51,163
5823,669,64,69
5824,669,124,145
5825,670,4,161
5826,670,51,170
5827,671,4,162
5828,672,4,162
5829,672,54,64
5830,672,64,156
5831,672,79,114
5832,672,97,169
5833,672,149,135
5834,672,150,138
5835,672,164,16
5836,673,4,164
5837,673,60,140
5838,673,61,115
5839,673,143,175
5840,674,4,165
5841,674,8,43
5842,674,10,100
5843,674,198,16
5844,675,4,166
5845,676,4,167
5846,677,4,168
5847,678,4,170
5848,679,4,171
5849,679,156,170
5850,679,158,122
5851,679,180,198
5852,680,4,173
5853,680,44,58
5854,680,56,145
5855,680,76,172
5856,681,4,174
5857,681,19,185
5858,682,4,176
5859,683,4,177
5860,683,14,102
5861,683,20,167
5862,683,26,188
5863,684,4,178
5864,684,111,28
5865,685,4,179
5866,685,12,160
5867,685,134,75
5868,686,4,180
5869,686,44,63
5870,686,114,84
5871,686,145,14
5872,687,4,181
5873,687,91,21
5874,688,4,182
5875,688,94,42
5876,688,138,155
5877,688,157,111
5878,688,197,195
5879,689,4,183
5880,690,4,184
5881,690,25,181
5882,690,111,123
5883,691,4,185
5884,691,127,148
5885,691,149,105
5886,691,168,185
5887,691,180,137
5888,692,4,186
5889,692,54,81
5890,692,56,175
5891,693,4,187
5892,694,4,188
5893,694,7,4
5894,695,4,189
5895,695,6,170
5896,695,7,184
5897,695,54,173
5898,695,88,118
5899,695,118,154
5900,696,4,190
5901,696,14,197
5902,696,28,41
5903,696,88,185
5904,696,96,85
5905,697,4,191
5906,697,18,26
5907,698,4,192
5908,698,87,60
5909,699,4,194
5910,699,6,98
5911,699,44,28
5912,699,63,123
5913,699,84,75
5914,699,126,5
5915,700,4,195
5916,701,4,196
5917,701,6,193
5918,701,93,73
5919,701,111,185
5920,701,128,178
5921,702,4,197
5922,703,4,198
5923,703,8,56
5924,703,11,73
5925,703,26,89
5926,704,4,199
5927,704,76,40
5928,704,111,173
5929,704,112,145
5930,704,134,73
5931,704,170,137
5932,704,184,6
5933,704,193,77
5934,705,4,200
5935,705,8,195
5936,706,5,1
5937,706,9,1
5938,706,17,27
5939,706,33,54
5940,706,47,3
5941,706,49,8
5942,706,53,13
5943,706,55,3
5944,706,60,3
5945,706,61,31
5946,706,62,5
5947,706,68,6
5948,706,83,6
5949,706,89,10
5950,706,99,11
5951,706,101,13
5952,706,103,15
5953,706,107,1
5954,706,110,139
5955,706,112,6
5956,706,119,10
5957,706,120,31
5958,706,124,6
5959,706,131,25
5960,706,138,87
5961,706,139,64
5962,706,140,14
5963,706,144,1
5964,706,146,2
5965,706,149,1
5966,706,150,116
5967,706,155,13
5968,706,157,1
5969,706,159,11
5970,706,165,1
5971,706,167,17
5972,706,171,2
5973,706,179,8
5974,706,190,1
5975,706,191,11
5976,706,197,58
5977,707,5,4
5978,707,17,52
5979,707,24,47
5980,707,27,61
5981,707,29,186
5982,707,33,9
5983,707,38,24
5984,707,39,170
5985,707,43,13
5986,707,49,104
5987,707,55,35
5988,707,62,46
5989,707,68,52
5990,707,70,112
5991,707,99,88
5992,707,101,105
5993,707,103,73
5994,707,107,58
5995,707,112,91
5996,707,124,33
5997,707,131,83
5998,707,140,59
5999,707,141,20
6000,707,144,66
6001,707,157,75
6002,707,167,27
6003,707,190,62
6004,707,191,199
6005,708,5,8
6006,708,38,60
6007,708,47,63
6008,708,70,95
6009,708,83,52
6010,708,92,27
6011,708,99,19
6012,708,101,20
6013,708,103,91
6014,708,107,172
6015,708,112,161
6016,708,124,12
6017,708,131,33
6018,708,146,11
6019,708,155,40
6020,708,157,8
6021,709,5,12
6022,709,33,76
6023,709,38,90
6024,709,42,41
6025,709,49,39
6026,709,55,19
6027,709,68,96
6028,709,83,31
6029,709,89,158
6030,709,92,71
6031,709,101,23
6032,710,5,15
6033,710,17,200
6034,710,20,25
6035,710,31,57
6036,710,33,25
6037,710,38,93
6038,710,49,60
6039,710,51,32
6040,710,55,23
6041,710,68,56
6042,710,99,148
6043,710,107,90
6044,710,140,125
6045,711,5,17
6046,711,17,19
6047,712,5,20
6048,712,27,94
6049,712,31,153
6050,712,33,124
6051,712,39,40
6052,712,47,145
6053,712,53,55
6054,712,55,70
6055,712,58,40
6056,712,62,67
6057,712,70,63
6058,712,82,12
6059,712,97,21
6060,712,99,96
6061,712,103,36
6062,712,107,31
6063,712,117,12
6064,712,124,40
6065,712,140,24
6066,712,144,146
6067,712,149,20
6068,712,150,19
6069,712,157,145
6070,712,167,32
6071,712,176,7
6072,712,179,46
6073,712,190,44
6074,712,191,88
6075,713,5,23
6076,713,33,105
6077,713,190,56
6078,714,5,33
6079,714,9,24
6080,714,29,29
6081,714,39,3
6082,714,53,20
6083,714,77,75
6084,714,89,80
6085,714,107,8
6086,714,124,41
6087,714,131,9
6088,714,155,63
6089,714,167,11
6090,714,190,26
6091,715,5,33
6092,715,24,30
6093,715,29,31
6094,715,31,76
6095,715,38,57
6096,715,41,192
6097,715,42,23
6098,715,43,28
6099,715,51,32
6100,715,53,41
6101,715,75,7
6102,715,83,9
6103,715,85,149
6104,715,89,54
6105,715,97,17
6106,715,99,146
6107,715,103,29
6108,715,107,19
6109,715,112,65
6110,715,114,16
6111,715,129,113
6112,715,138,170
6113,715,144,31
6114,715,146,26
6115,715,149,55
6116,715,150,1
6117,715,152,5
6118,715,161,4
6119,715,171,12
6120,715,190,29
6121,715,197,42
6122,715,200,12
6123,716,5,37
6124,716,14,7
6125,716,17,1
6126,716,24,6
6127,716,27,3
6128,716,31,2
6129,716,33,1
6130,716,39,2
6131,716,42,9
6132,716,43,5
6133,716,47,19
6134,716,49,63
6135,716,53,15
6136,716,62,3
6137,716,68,18
6138,716,70,29
6139,716,77,3
6140,716,83,4
6141,716,85,121
6142,716,89,15
6143,716,99,20
6144,716,101,2
6145,716,103,121
6146,716,107,5
6147,716,112,120
6148,716,124,9
6149,716,129,5
6150,716,131,5
6151,716,136,5
6152,716,138,90
6153,716,139,28
6154,716,141,42
6155,716,144,9
6156,716,146,3
6157,716,157,18
6158,716,159,2
6159,716,163,61
6160,716,165,12
6161,716,167,13
6162,716,171,20
6163,716,179,7
6164,716,190,28
6165,716,191,1
6166,717,5,38
6167,717,17,30
6168,717,23,39
6169,717,27,199
6170,717,29,34
6171,717,31,10
6172,717,33,167
6173,717,38,3
6174,717,39,8
6175,717,41,6
6176,717,42,12
6177,717,43,75
6178,717,47,125
6179,717,49,16
6180,717,55,77
6181,717,58,18
6182,717,60,1
6183,717,62,38
6184,717,66,2
6185,717,68,85
6186,717,85,2
6187,717,89,44
6188,717,90,3
6189,717,97,80
6190,717,99,109
6191,717,103,2
6192,717,109,7
6193,717,112,54
6194,717,122,13
6195,717,124,22
6196,717,131,13
6197,717,136,15
6198,717,138,58
6199,717,146,8
6200,717,152,4
6201,717,155,15
6202,717,157,16
6203,717,159,9
6204,717,163,21
6205,717,167,18
6206,717,171,4
6207,717,190,93
6208,717,191,25
6209,718,5,40
6210,719,5,42
6211,719,82,105
6212,719,176,61
6213,720,5,47
6214,720,24,133
6215,720,27,147
6216,720,29,80
6217,720,42,116
6218,720,43,90
6219,720,55,176
6220,720,58,65
6221,720,62,134
6222,720,66,16
6223,720,75,27
6224,720,77,57
6225,720,90,34
6226,720,92,121
6227,720,99,182
6228,720,103,60
6229,720,131,102
6230,721,5,47
6231,721,9,4
6232,721,17,59
6233,721,29,7
6234,721,31,23
6235,721,33,2
6236,721,38,4
6237,721,39,23
6238,721,41,13
6239,721,42,5
6240,721,43,2
6241,721,47,22
6242,721,49,5
6243,721,53,4
6244,721,55,1
6245,721,68,9
6246,721,70,30
6247,721,83,5
6248,721,89,2
6249,721,92,1
6250,721,97,186
6251,721,99,10
6252,721,103,13
6253,721,107,2
6254,721,112,1
6255,721,124,2
6256,721,131,6
6257,721,138,4
6258,721,140,126
6259,721,144,2
6260,721,152,1
6261,721,159,5
6262,721,161,1
6263,721,167,10
6264,721,171,7
6265,721,181,5
6266,721,190,4
6267,721,191,2
6268,721,197,7
6269,721,200,1
6270,722,5,49
6271,722,31,157
6272,722,33,129
6273,722,38,78
6274,722,41,37
6275,722,42,137
6276,722,47,195
6277,722,55,136
6278,722,62,60
6279,722,68,91
6280,722,70,100
6281,722,99,155
6282,722,107,119
6283,722,144,37
6284,722,149,55
6285,722,150,164
6286,723,5,51
6287,723,17,14
6288,723,24,55
6289,723,68,153
6290,723,89,13
6291,723,94,68
6292,724,5,56
6293,724,31,69
6294,724,33,13
6295,724,38,2
6296,724,47,78
6297,724,53,161
6298,724,68,48
6299,724,85,71
6300,724,92,138
6301,724,112,56
6302,724,124,35
6303,724,131,17
6304,724,139,39
6305,724,157,116
6306,724,171,31
6307,724,190,101
6308,724,191,156
6309,725,5,57
6310,725,43,85
6311,726,5,60
6312,726,41,151
6313,726,68,99
6314,726,83,185
6315,726,200,109
6316,727,5,61
6317,727,9,172
6318,727,24,109
6319,727,47,141
6320,727,49,178
6321,727,55,108
6322,728,5,62
6323,729,5,65
6324,729,24,85
6325,729,41,15
6326,729,42,52
6327,729,43,138
6328,729,47,152
6329,729,49,102
6330,729,55,116
6331,729,75,15
6332,729,90,86
6333,729,112,187
6334,730,5,68
6335,730,39,107
6336,730,77,146
6337,730,82,136
6338,730,176,2
6339,731,5,68
6340,731,9,8
6341,731,17,188
6342,731,24,66
6343,731,27,84
6344,731,29,28
6345,731,31,199
6346,731,33,146
6347,731,38,104
6348,731,39,61
6349,731,43,169
6350,731,47,110
6351,731,49,33
6352,731,53,200
6353,731,55,94
6354,731,62,136
6355,731,68,22
6356,731,70,53
6357,731,83,164
6358,731,89,118
6359,731,99,37
6360,731,101,140
6361,731,107,38
6362,731,114,22
6363,731,136,35
6364,731,140,85
6365,731,144,142
6366,731,155,54
6367,731,157,110
6368,731,159,92
6369,731,161,18
6370,731,167,56
6371,731,179,72
6372,731,190,88
6373,731,191,88
6374,731,197,133
6375,731,200,6
6376,732,5,73
6377,732,9,160
6378,732,27,197
6379,732,29,183
6380,732,34,115
6381,732,48,177
6382,732,68,166
6383,732,82,55
6384,732,89,108
6385,732,133,47
6386,732,146,106
6387,732,157,162
6388,732,179,156
6389,733,5,74
6390,733,82,20
6391,734,5,75
6392,734,9,113
6393,734,27,57
6394,734,39,98
6395,734,47,200
6396,734,53,164
6397,734,55,161
6398,735,5,78
6399,735,41,193
6400,735,42,186
6401,735,45,57
6402,735,58,76
6403,735,67,29
6404,735,68,142
6405,735,82,26
6406,735,103,126
6407,735,142,10
6408,736,5,79
6409,736,7,123
6410,736,22,2
6411,736,24,102
6412,736,29,32
6413,736,43,31
6414,736,53,147
6415,736,58,139
6416,736,68,44
6417,736,70,83
6418,736,75,31
6419,736,77,46
6420,736,82,43
6421,736,97,28
6422,736,105,32
6423,736,112,83
6424,736,136,120
6425,736,155,107
6426,736,157,72
6427,736,167,47
6428,736,179,24
6429,736,181,6
6430,736,190,74
6431,737,5,81
6432,737,27,189
6433,737,31,173
6434,737,83,137
6435,737,89,85
6436,737,179,145
6437,738,5,84
6438,738,17,73
6439,738,53,136
6440,738,62,112
6441,738,85,162
6442,738,92,54
6443,738,94,111
6444,738,97,189
6445,738,101,127
6446,738,109,151
6447,738,122,85
6448,738,124,193
6449,738,131,56
6450,738,138,104
6451,738,152,166
6452,738,155,178
6453,738,157,171
6454,738,163,162
6455,738,179,172
6456,738,200,77
6457,739,5,85
6458,739,53,186
6459,740,5,87
6460,740,9,145
6461,740,14,190
6462,740,24,95
6463,740,41,75
6464,740,43,160
6465,740,103,51
6466,740,150,164
6467,740,166,118
6468,740,169,32
6469,741,5,89
6470,741,150,164
6471,741,165,61
6472,741,166,49
6473,741,200,49
6474,742,5,89
6475,742,9,153
6476,742,17,18
6477,742,20,11
6478,742,24,58
6479,742,179,29
6480,742,191,24
6481,743,5,93
6482,744,5,93
6483,744,38,39
6484,744,55,193
6485,745,5,96
6486,746,5,96
6487,746,24,72
6488,746,27,72
6489,746,33,84
6490,746,43,147
6491,746,47,101
6492,746,49,128
6493,746,53,136
6494,746,77,47
6495,746,83,86
6496,746,89,76
6497,746,92,152
6498,746,94,188
6499,746,103,28
6500,746,109,17
6501,746,112,167
6502,746,146,35
6503,746,155,51
6504,746,157,151
6505,746,165,115
6506,746,179,73
6507,746,190,106
6508,746,191,147
6509,747,5,99
6510,747,9,97
6511,747,38,27
6512,747,92,114
6513,747,97,40
6514,747,99,101
6515,747,107,101
6516,747,112,111
6517,747,124,80
6518,747,136,52
6519,747,152,123
6520,747,167,95
6521,747,171,183
6522,747,179,102
6523,747,190,183
6524,747,191,163
6525,748,5,100
6526,748,17,15
6527,748,24,49
6528,748,27,37
6529,748,29,160
6530,748,31,34
6531,748,38,157
6532,748,39,94
6533,748,43,78
6534,748,47,45
6535,748,53,30
6536,748,83,32
6537,748,85,33
6538,748,89,90
6539,748,92,19
6540,748,99,159
6541,748,101,95
6542,748,103,30
6543,748,107,59
6544,748,112,179
6545,748,124,25
6546,748,138,20
6547,748,144,11
6548,748,146,30
6549,748,159,15
6550,748,167,15
6551,748,171,65
6552,748,179,14
6553,748,190,35
6554,748,191,7
6555,748,197,8
6556,749,5,100
6557,749,17,146
6558,749,20,162
6559,749,24,146
6560,749,39,60
6561,749,47,189
6562,749,49,97
6563,749,55,148
6564,749,92,114
6565,749,112,108
6566,749,124,173
6567,749,161,31
6568,749,179,97
6569,749,193,181
6570,750,5,100
6571,750,17,36
6572,750,27,48
6573,750,29,26
6574,750,33,175
6575,750,38,64
6576,750,39,73
6577,750,43,57
6578,750,49,95
6579,750,53,60
6580,750,55,40
6581,750,62,11
6582,750,68,61
6583,750,70,20
6584,750,83,43
6585,750,85,50
6586,750,89,120
6587,750,92,132
6588,750,99,86
6589,750,101,62
6590,750,103,9
6591,750,107,134
6592,750,124,20
6593,750,131,98
6594,750,139,46
6595,750,140,13
6596,750,144,18
6597,750,157,35
6598,750,167,91
6599,750,171,84
6600,750,190,21
6601,750,191,74
6602,751,5,107
6603,751,38,84
6604,752,5,109
6605,752,97,126
6606,753,5,110
6607,754,5,111
6608,754,39,150
6609,755,5,115
6610,755,17,182
6611,755,94,17
6612,755,101,74
6613,756,5,116
6614,756,9,69
6615,756,17,154
6616,756,27,102
6617,756,38,188
6618,756,47,184
6619,756,101,139
6620,756,190,117
6621,757,5,117
6622,757,17,45
6623,757,27,43
6624,757,68,87
6625,757,155,120
6626,758,5,117
6627,758,27,71
6628,758,29,81
6629,758,31,94
6630,758,33,151
6631,758,38,153
6632,758,47,105
6633,758,53,68
6634,758,55,107
6635,758,70,32
6636,758,101,66
6637,758,109,4
6638,758,146,29
6639,758,155,45
6640,758,157,38
6641,758,159,14
6642,758,171,14
6643,759,5,120
6644,759,17,176
6645,759,38,37
6646,759,39,187
6647,759,43,134
6648,759,49,136
6649,759,70,57
6650,759,92,51
6651,759,101,132
6652,759,124,90
6653,759,139,62
6654,759,140,44
6655,759,144,166
6656,759,146,141
6657,759,155,71
6658,759,157,152
6659,759,159,87
6660,759,171,156
6661,759,179,135
6662,759,197,121
6663,760,5,121
6664,760,9,87
6665,760,24,37
6666,760,92,5
6667,760,94,4
6668,761,5,124
6669,761,47,149
6670,761,49,41
6671,761,62,98
6672,761,66,64
6673,761,70,119
6674,761,90,43
6675,761,171,110
6676,761,179,33
6677,761,181,25
6678,761,191,184
6679,762,5,125
6680,762,29,55
6681,762,49,111
6682,762,55,67
6683,762,83,166
6684,762,107,60
6685,762,121,110
6686,762,157,171
6687,762,197,107
6688,763,5,126
6689,763,55,135
6690,763,85,151
6691,763,92,35
6692,763,171,83
6693,763,179,56
6694,763,191,111
6695,763,197,116
6696,764,5,126
6697,764,14,192
6698,764,17,102
6699,764,27,135
6700,764,29,69
6701,764,31,47
6702,764,33,174
6703,764,112,159
6704,765,5,129
6705,765,24,131
6706,765,27,195
6707,765,29,170
6708,765,31,60
6709,765,33,143
6710,765,70,196
6711,765,107,86
6712,765,112,171
6713,765,124,109
6714,765,167,97
6715,765,171,95
6716,765,191,188
6717,766,5,129
6718,766,70,172
6719,766,90,91
6720,766,97,151
6721,766,101,178
6722,767,5,131
6723,767,23,13
6724,767,42,134
6725,767,53,86
6726,767,60,169
6727,767,61,36
6728,767,62,62
6729,767,83,127
6730,767,85,180
6731,767,89,139
6732,767,94,79
6733,767,99,154
6734,767,101,61
6735,767,103,118
6736,767,107,70
6737,767,109,42
6738,767,112,118
6739,767,114,67
6740,767,124,102
6741,767,131,96
6742,767,136,42
6743,767,138,160
6744,767,143,28
6745,767,144,51
6746,767,159,158
6747,767,171,56
6748,767,181,23
6749,767,200,14
6750,768,5,131
6751,768,9,83
6752,768,17,189
6753,768,24,157
6754,768,27,198
6755,768,29,173
6756,768,42,46
6757,768,43,42
6758,768,48,1
6759,768,55,54
6760,768,68,131
6761,768,83,61
6762,768,90,62
6763,768,99,121
6764,768,103,135
6765,768,119,193
6766,768,136,65
6767,768,138,137
6768,768,144,86
6769,768,146,66
6770,768,161,24
6771,769,5,133
6772,769,29,66
6773,770,5,134
6774,770,8,16
6775,770,17,64
6776,770,42,58
6777,770,43,79
6778,770,197,148
6779,771,5,136
6780,771,103,194
6781,772,5,137
6782,772,9,132
6783,772,24,18
6784,772,33,173
6785,772,41,23
6786,772,47,65
6787,772,53,82
6788,772,55,86
6789,772,62,87
6790,772,68,119
6791,772,70,45
6792,772,77,106
6793,772,82,6
6794,772,89,23
6795,772,101,102
6796,772,114,62
6797,772,124,78
6798,772,136,45
6799,772,139,48
6800,772,140,19
6801,772,141,64
6802,772,143,31
6803,772,159,123
6804,772,171,92
6805,772,176,4
6806,772,190,96
6807,772,191,138
6808,773,5,137
6809,774,5,139
6810,775,5,141
6811,776,5,141
6812,776,8,4
6813,777,5,144
6814,777,9,59
6815,777,33,180
6816,777,47,126
6817,777,70,88
6818,777,77,127
6819,777,83,60
6820,777,103,53
6821,777,107,102
6822,777,157,176
6823,778,5,148
6824,778,9,95
6825,778,24,125
6826,778,55,160
6827,778,62,179
6828,778,68,92
6829,778,83,193
6830,778,85,156
6831,778,107,112
6832,778,124,91
6833,778,144,178
6834,778,149,1
6835,778,150,1
6836,778,171,131
6837,778,179,150
6838,778,197,41
6839,779,5,149
6840,779,33,75
6841,779,47,34
6842,779,62,49
6843,779,68,90
6844,779,83,169
6845,779,99,82
6846,779,101,119
6847,779,146,37
6848,779,191,161
6849,780,5,150
6850,780,27,58
6851,780,29,48
6852,780,33,156
6853,780,38,132
6854,780,68,185
6855,780,89,186
6856,780,92,78
6857,780,124,93
6858,780,155,49
6859,781,5,150
6860,781,20,43
6861,781,42,21
6862,781,45,48
6863,781,49,184
6864,781,51,105
6865,781,97,128
6866,781,103,163
6867,781,122,12
6868,781,140,147
6869,782,5,153
6870,783,5,154
6871,783,14,68
6872,783,23,189
6873,783,24,188
6874,783,39,63
6875,783,43,174
6876,783,66,159
6877,783,90,73
6878,783,92,89
6879,783,101,147
6880,783,112,23
6881,784,5,155
6882,784,26,96
6883,784,31,189
6884,784,45,109
6885,784,133,39
6886,784,182,127
6887,784,184,7
6888,785,5,157
6889,785,17,157
6890,786,5,160
6891,786,20,185
6892,787,5,161
6893,787,29,92
6894,787,42,67
6895,787,66,50
6896,787,70,127
6897,787,77,55
6898,787,85,63
6899,787,89,166
6900,787,90,163
6901,787,103,106
6902,787,105,115
6903,787,129,26
6904,787,131,175
6905,787,136,115
6906,787,138,88
6907,787,143,35
6908,787,144,181
6909,787,146,91
6910,787,167,130
6911,787,181,35
6912,787,197,117
6913,788,5,163
6914,788,9,169
6915,788,39,84
6916,788,47,183
6917,788,53,189
6918,788,58,176
6919,788,90,94
6920,788,92,98
6921,788,97,126
6922,788,99,164
6923,788,103,68
6924,788,105,155
6925,788,112,79
6926,788,129,110
6927,788,131,145
6928,788,143,65
6929,788,152,83
6930,788,155,140
6931,788,159,146
6932,788,161,103
6933,788,163,22
6934,788,167,185
6935,788,191,131
6936,788,193,6
6937,789,5,165
6938,789,9,84
6939,789,24,105
6940,789,62,143
6941,789,75,127
6942,789,92,39
6943,789,97,138
6944,790,5,166
6945,790,23,163
6946,790,45,46
6947,790,171,137
6948,791,5,168
6949,791,29,81
6950,791,31,159
6951,791,33,166
6952,791,112,190
6953,791,165,116
6954,791,166,29
6955,792,5,169
6956,793,5,170
6957,793,14,45
6958,793,17,195
6959,793,43,100
6960,794,5,172
6961,794,8,32
6962,795,5,175
6963,795,9,53
6964,795,14,20
6965,795,20,46
6966,795,33,104
6967,795,41,25
6968,795,42,105
6969,795,49,23
6970,795,51,22
6971,795,55,198
6972,795,58,187
6973,795,66,14
6974,795,70,151
6975,795,75,45
6976,795,90,38
6977,795,97,27
6978,795,103,83
6979,795,112,108
6980,795,117,61
6981,795,124,72
6982,795,140,39
6983,795,141,176
6984,795,144,73
6985,795,155,88
6986,795,157,82
6987,795,159,28
6988,795,171,85
6989,795,179,100
6990,795,181,79
6991,795,190,36
6992,795,191,53
6993,795,200,29
6994,796,5,176
6995,797,5,178
6996,797,41,191
6997,797,49,159
6998,797,58,94
6999,797,76,198
7000,797,135,1
7001,797,136,186
7002,797,183,130
7003,797,193,109
7004,797,200,137
7005,798,5,180
7006,798,49,38
7007,798,68,183
7008,798,107,196
7009,798,144,48
7010,798,191,59
7011,799,5,182
7012,799,24,155
7013,799,27,194
7014,799,31,188
7015,799,39,157
7016,799,105,174
7017,799,124,194
7018,799,144,199
7019,799,163,162
7020,799,179,35
7021,800,5,184
7022,800,11,148
7023,801,5,185
7024,802,5,185
7025,803,5,188
7026,803,43,104
7027,803,64,95
7028,803,66,108
7029,804,5,189
7030,804,17,39
7031,804,27,108
7032,804,39,17
7033,805,5,194
7034,806,5,195
7035,806,17,109
7036,806,24,152
7037,806,31,37
7038,806,33,200
7039,806,39,100
7040,806,43,95
7041,806,49,106
7042,806,51,26
7043,806,58,35
7044,806,70,76
7045,806,197,196
7046,807,5,197
7047,807,33,138
7048,807,55,108
7049,807,62,196
7050,807,103,86
7051,807,159,127
7052,808,5,198
7053,808,17,95
7054,808,39,21
7055,808,89,74
7056,809,5,199
7057,809,163,60
7058,810,6,1
7059,810,56,181
7060,811,6,2
7061,812,6,4
7062,812,26,26
7063,813,6,5
7064,813,102,121
7065,814,6,6
7066,815,6,8
7067,815,10,179
7068,816,6,9
7069,817,6,10
7070,817,64,29
7071,817,66,194
7072,817,184,12
7073,818,6,11
7074,818,50,72
7075,819,6,12
7076,819,198,57
7077,820,6,13
7078,821,6,14
7079,821,96,123
7080,821,97,196
7081,822,6,15
7082,823,6,16
7083,824,6,17
7084,824,84,43
7085,825,6,18
7086,825,26,50
7087,825,58,146
7088,825,67,85
7089,825,79,193
7090,825,88,137
7091,825,96,48
7092,825,114,111
7093,825,117,134
7094,825,140,62
7095,825,143,27
7096,825,144,115
7097,825,149,25
7098,825,150,131
7099,825,161,197
7100,825,181,193
7101,825,193,172
7102,825,200,61
7103,826,6,19
7104,826,54,76
7105,826,96,161
7106,826,169,199
7107,827,6,20
7108,828,6,21
7109,828,20,192
7110,828,78,69
7111,828,136,86
7112,828,193,110
7113,829,6,22
7114,829,152,38
7115,830,6,23
7116,830,20,67
7117,830,27,157
7118,830,185,99
7119,831,6,24
7120,831,97,173
7121,832,6,26
7122,832,139,74
7123,832,156,193
7124,833,6,27
7125,833,34,143
7126,833,51,51
7127,833,79,81
7128,833,149,136
7129,834,6,28
7130,835,6,29
7131,836,6,30
7132,836,28,190
7133,837,6,31
7134,837,10,84
7135,837,147,84
7136,838,6,33
7137,839,6,35
7138,839,152,123
7139,839,183,29
7140,840,6,35
7141,840,98,11
7142,841,6,37
7143,841,7,193
7144,841,10,168
7145,841,58,174
7146,841,90,160
7147,841,170,119
7148,841,181,99
7149,841,200,87
7150,842,6,38
7151,843,6,39
7152,843,7,113
7153,843,38,116
7154,843,109,60
7155,843,140,106
7156,843,143,81
7157,843,166,118
7158,844,6,41
7159,844,26,116
7160,844,54,109
7161,844,79,22
7162,844,97,179
7163,845,6,42
7164,845,20,48
7165,845,27,169
7166,845,34,7
7167,845,42,120
7168,845,45,77
7169,845,49,141
7170,845,79,24
7171,845,82,110
7172,845,90,58
7173,845,92,162
7174,845,99,140
7175,845,107,173
7176,845,112,146
7177,845,117,144
7178,845,122,111
7179,845,124,49
7180,845,129,68
7181,845,143,19
7182,845,152,45
7183,845,163,68
7184,845,165,12
7185,845,166,45
7186,845,167,124
7187,845,171,140
7188,845,176,1
